State,DeathsFromPneumoniaAndInfluenza,Year,Week,Quarter
MI,125.0,2010,49,4
MI,117.0,2010,50,4
MI,121.0,2010,51,4
MI,136.0,2010,52,4
MI,149.0,2011,1,1
MI,140.0,2011,2,1
MI,129.0,2011,3,1
MI,117.0,2011,4,1
MI,140.0,2011,5,1
MI,159.0,2011,6,1
MI,140.0,2011,7,1
MI,156.0,2011,8,1
MI,150.0,2011,9,1
MI,154.0,2011,10,1
MI,158.0,2011,11,1
MI,179.0,2011,12,1
MI,133.0,2011,13,1
MI,160.0,2011,14,2
MI,160.0,2011,15,2
MI,159.0,2011,16,2
MI,132.0,2011,17,2
MI,148.0,2011,18,2
MI,146.0,2011,19,2
MI,131.0,2011,20,2
MI,117.0,2011,21,2
MI,113.0,2011,22,2
MI,135.0,2011,23,2
MI,130.0,2011,24,2
MI,110.0,2011,25,2
MI,104.0,2011,26,2
MI,98.0,2011,27,3
MI,101.0,2011,28,3
MI,114.0,2011,29,3
MI,109.0,2011,30,3
MI,89.0,2011,31,3
MI,120.0,2011,32,3
MI,108.0,2011,33,3
MI,120.0,2011,34,3
MI,111.0,2011,35,3
MI,108.0,2011,36,3
MI,108.0,2011,37,3
MI,106.0,2011,38,3
MI,106.0,2011,39,3
MI,104.0,2011,40,4
MI,125.0,2011,41,4
MI,130.0,2011,42,4
MI,112.0,2011,43,4
MI,159.0,2011,44,4
MI,134.0,2011,45,4
MI,128.0,2011,46,4
MI,138.0,2011,47,4
MI,133.0,2011,48,4
MI,131.0,2011,49,4
MI,132.0,2011,50,4
MI,125.0,2011,51,4
MI,122.0,2011,52,4
MI,138.0,2012,1,1
MI,137.0,2012,2,1
MI,115.0,2012,3,1
MI,127.0,2012,4,1
MI,123.0,2012,5,1
MI,138.0,2012,6,1
MI,125.0,2012,7,1
MI,148.0,2012,8,1
MI,149.0,2012,9,1
MI,165.0,2012,10,1
MI,164.0,2012,11,1
MI,172.0,2012,12,1
MI,149.0,2012,13,1
MI,131.0,2012,14,2
MI,144.0,2012,15,2
MI,122.0,2012,16,2
MI,134.0,2012,17,2
MI,120.0,2012,18,2
MI,125.0,2012,19,2
MI,104.0,2012,20,2
MI,121.0,2012,21,2
MI,101.0,2012,22,2
MI,110.0,2012,23,2
MI,117.0,2012,24,2
MI,112.0,2012,25,2
MI,101.0,2012,26,2
MI,104.0,2012,27,3
MI,87.0,2012,28,3
MI,99.0,2012,29,3
MI,71.0,2012,30,3
MI,89.0,2012,31,3
MI,99.0,2012,32,3
MI,100.0,2012,33,3
MI,95.0,2012,34,3
MI,99.0,2012,35,3
MI,108.0,2012,36,3
MI,114.0,2012,37,3
MI,87.0,2012,38,3
MI,120.0,2012,39,3
MI,110.0,2012,40,4
MI,120.0,2012,41,4
MI,127.0,2012,42,4
MI,115.0,2012,43,4
MI,123.0,2012,44,4
MI,105.0,2012,45,4
MI,118.0,2012,46,4
MI,89.0,2012,47,4
MI,117.0,2012,48,4
MI,129.0,2012,49,4
MI,108.0,2012,50,4
MI,130.0,2012,51,4
MI,133.0,2012,52,4
MI,184.0,2013,1,1
MI,231.0,2013,2,1
MI,221.0,2013,3,1
MI,190.0,2013,4,1
MI,177.0,2013,5,1
MI,188.0,2013,6,1
MI,178.0,2013,7,1
MI,138.0,2013,8,1
MI,173.0,2013,9,1
MI,128.0,2013,10,1
MI,143.0,2013,11,1
MI,145.0,2013,12,1
MI,132.0,2013,13,1
MI,142.0,2013,14,2
MI,154.0,2013,15,2
MI,156.0,2013,16,2
MI,115.0,2013,17,2
MI,113.0,2013,18,2
MI,106.0,2013,19,2
MI,113.0,2013,20,2
MI,107.0,2013,21,2
MI,107.0,2013,22,2
MI,114.0,2013,23,2
MI,106.0,2013,24,2
MI,94.0,2013,25,2
MI,87.0,2013,26,2
MI,91.0,2013,27,3
MI,82.0,2013,28,3
MI,117.0,2013,29,3
MI,104.0,2013,30,3
MI,89.0,2013,31,3
MI,95.0,2013,32,3
MI,83.0,2013,33,3
MI,96.0,2013,34,3
MI,106.0,2013,35,3
MI,83.0,2013,36,3
MI,97.0,2013,37,3
MI,99.0,2013,38,3
MI,111.0,2013,39,3
MI,106.0,2013,40,4
MI,110.0,2013,41,4
MI,112.0,2013,42,4
MI,99.0,2013,43,4
MI,104.0,2013,44,4
MI,121.0,2013,45,4
MI,129.0,2013,46,4
MI,130.0,2013,47,4
MI,110.0,2013,48,4
MI,114.0,2013,49,4
MI,125.0,2013,50,4
MI,137.0,2013,51,4
MI,128.0,2013,52,4
MI,176.0,2014,1,1
MI,190.0,2014,2,1
MI,193.0,2014,3,1
MI,172.0,2014,4,1
MI,161.0,2014,5,1
MI,154.0,2014,6,1
MI,137.0,2014,7,1
MI,134.0,2014,8,1
MI,106.0,2014,9,1
MI,148.0,2014,10,1
MI,130.0,2014,11,1
MI,136.0,2014,12,1
MI,128.0,2014,13,1
MI,132.0,2014,14,2
MI,116.0,2014,15,2
MI,131.0,2014,16,2
MI,110.0,2014,17,2
MI,112.0,2014,18,2
MI,104.0,2014,19,2
MI,100.0,2014,20,2
MI,95.0,2014,21,2
MI,114.0,2014,22,2
MI,110.0,2014,23,2
MI,125.0,2014,24,2
MI,94.0,2014,25,2
MI,90.0,2014,26,2
MI,117.0,2014,27,3
MI,100.0,2014,28,3
MI,110.0,2014,29,3
MI,112.0,2014,30,3
MI,95.0,2014,31,3
MI,87.0,2014,32,3
MI,89.0,2014,33,3
MI,124.0,2014,34,3
MI,103.0,2014,35,3
MI,94.0,2014,36,3
MI,94.0,2014,37,3
MI,108.0,2014,38,3
MI,108.0,2014,39,3
MI,103.0,2014,40,4
MI,105.0,2014,41,4
MI,104.0,2014,42,4
MI,122.0,2014,43,4
MI,114.0,2014,44,4
MI,92.0,2014,45,4
MI,107.0,2014,46,4
MI,108.0,2014,47,4
MI,128.0,2014,48,4
MI,125.0,2014,49,4
MI,136.0,2014,50,4
MI,147.0,2014,51,4
MI,161.0,2014,52,4
MI,215.0,2014,53,4
MI,253.0,2015,1,1
MI,234.0,2015,2,1
MI,190.0,2015,3,1
MI,153.0,2015,4,1
MI,141.0,2015,5,1
MI,149.0,2015,6,1
MI,146.0,2015,7,1
MI,137.0,2015,8,1
MI,152.0,2015,9,1
MI,148.0,2015,10,1
MI,136.0,2015,11,1
MI,137.0,2015,12,1
MI,159.0,2015,13,1
MI,152.0,2015,14,2
MI,151.0,2015,15,2
MI,156.0,2015,16,2
MI,151.0,2015,17,2
MI,128.0,2015,18,2
MI,125.0,2015,19,2
MI,125.0,2015,20,2
MI,111.0,2015,21,2
MI,100.0,2015,22,2
MI,119.0,2015,23,2
MI,96.0,2015,24,2
MI,98.0,2015,25,2
MI,98.0,2015,26,2
MI,114.0,2015,27,3
MI,107.0,2015,28,3
MI,108.0,2015,29,3
MI,108.0,2015,30,3
MI,89.0,2015,31,3
MI,105.0,2015,32,3
MI,87.0,2015,33,3
MI,87.0,2015,34,3
MI,112.0,2015,35,3
MI,108.0,2015,36,3
MI,101.0,2015,37,3
MI,87.0,2015,38,3
MI,109.0,2015,39,3
MI,116.0,2015,40,4
MI,108.0,2015,41,4
MI,118.0,2015,42,4
MI,121.0,2015,43,4
MI,126.0,2015,44,4
MI,100.0,2015,45,4
MI,112.0,2015,46,4
MI,105.0,2015,47,4
MI,99.0,2015,48,4
MI,120.0,2015,49,4
MI,98.0,2015,50,4
MI,124.0,2015,51,4
MI,118.0,2015,52,4
MI,113.0,2016,1,1
MI,116.0,2016,2,1
MI,147.0,2016,3,1
MI,159.0,2016,4,1
MI,125.0,2016,5,1
MI,152.0,2016,6,1
MI,165.0,2016,7,1
MI,165.0,2016,8,1
MI,142.0,2016,9,1
MI,148.0,2016,10,1
MI,152.0,2016,11,1
MI,147.0,2016,12,1
MI,137.0,2016,13,1
MI,129.0,2016,14,2
MI,135.0,2016,15,2
MI,127.0,2016,16,2
MI,111.0,2016,17,2
MI,122.0,2016,18,2
MI,126.0,2016,19,2
MI,105.0,2016,20,2
MI,102.0,2016,21,2
MI,100.0,2016,22,2
MI,106.0,2016,23,2
MI,86.0,2016,24,2
MI,85.0,2016,25,2
MI,93.0,2016,26,2
MI,106.0,2016,27,3
MI,84.0,2016,28,3
MI,79.0,2016,29,3
MI,96.0,2016,30,3
MI,82.0,2016,31,3
MI,122.0,2016,32,3
MI,74.0,2016,33,3
MI,96.0,2016,34,3
MI,85.0,2016,35,3
MI,98.0,2016,36,3
MI,90.0,2016,37,3
MI,84.0,2016,38,3
MI,110.0,2016,39,3
MI,114.0,2016,40,4
MI,95.0,2016,41,4
MI,106.0,2016,42,4
MI,90.0,2016,43,4
MI,101.0,2016,44,4
MI,98.0,2016,45,4
MI,115.0,2016,46,4
MI,93.0,2016,47,4
MI,127.0,2016,48,4
MI,113.0,2016,49,4
MI,113.0,2016,50,4
MI,94.0,2016,51,4
MI,118.0,2016,52,4
MI,135.0,2017,1,1
MI,151.0,2017,2,1
MI,141.0,2017,3,1
MI,133.0,2017,4,1
MI,126.0,2017,5,1
MI,139.0,2017,6,1
MI,132.0,2017,7,1
MI,170.0,2017,8,1
MI,188.0,2017,9,1
MI,169.0,2017,10,1
MI,177.0,2017,11,1
MI,144.0,2017,12,1
MI,139.0,2017,13,1
MI,151.0,2017,14,2
MI,145.0,2017,15,2
MI,142.0,2017,16,2
MI,115.0,2017,17,2
MI,106.0,2017,18,2
MI,128.0,2017,19,2
MI,121.0,2017,20,2
MI,92.0,2017,21,2
MI,84.0,2017,22,2
MI,105.0,2017,23,2
MI,101.0,2017,24,2
MI,114.0,2017,25,2
MI,91.0,2017,26,2
MI,101.0,2017,27,3
MI,98.0,2017,28,3
MI,80.0,2017,29,3
MI,85.0,2017,30,3
MI,73.0,2017,31,3
MI,68.0,2017,32,3
MI,101.0,2017,33,3
MI,76.0,2017,34,3
MI,89.0,2017,35,3
MI,82.0,2017,36,3
MI,70.0,2017,37,3
MI,75.0,2017,38,3
MI,91.0,2017,39,3
MI,102.0,2017,40,4
MI,102.0,2017,41,4
MI,89.0,2017,42,4
MI,87.0,2017,43,4
MI,95.0,2017,44,4
MI,98.0,2017,45,4
MI,100.0,2017,46,4
MI,83.0,2017,47,4
MI,114.0,2017,48,4
MI,116.0,2017,49,4
MI,131.0,2017,50,4
MI,112.0,2017,51,4
MI,151.0,2017,52,4
MI,155.0,2018,1,1
MI,172.0,2018,2,1
MI,202.0,2018,3,1
MI,176.0,2018,4,1
MI,183.0,2018,5,1
MI,185.0,2018,6,1
MI,175.0,2018,7,1
MI,173.0,2018,8,1
MI,169.0,2018,9,1
MI,136.0,2018,10,1
MI,120.0,2018,11,1
MI,144.0,2018,12,1
MI,145.0,2018,13,1
MI,136.0,2018,14,2
MI,152.0,2018,15,2
MI,137.0,2018,16,2
MI,128.0,2018,17,2
MI,104.0,2018,18,2
MI,99.0,2018,19,2
MI,106.0,2018,20,2
MI,87.0,2018,21,2
MI,100.0,2018,22,2
MI,86.0,2018,23,2
MI,103.0,2018,24,2
MI,91.0,2018,25,2
MI,89.0,2018,26,2
MI,89.0,2018,27,3
MI,85.0,2018,28,3
MI,105.0,2018,29,3
MI,93.0,2018,30,3
MI,91.0,2018,31,3
MI,78.0,2018,32,3
MI,77.0,2018,33,3
MI,85.0,2018,34,3
MI,86.0,2018,35,3
MI,95.0,2018,36,3
MI,83.0,2018,37,3
MI,89.0,2018,38,3
MI,91.0,2018,39,3
MI,92.0,2018,40,4
MI,90.0,2018,41,4
MI,111.0,2018,42,4
MI,92.0,2018,43,4
MI,100.0,2018,44,4
MI,114.0,2018,45,4
MI,104.0,2018,46,4
MI,85.0,2018,47,4
MI,114.0,2018,48,4
MI,106.0,2018,49,4
MI,100.0,2018,50,4
MI,96.0,2018,51,4
MI,95.0,2018,52,4
MI,122.0,2019,1,1
MI,124.0,2019,2,1
MI,126.0,2019,3,1
MI,108.0,2019,4,1
MI,96.0,2019,5,1
MI,140.0,2019,6,1
MI,108.0,2019,7,1
MI,125.0,2019,8,1
MI,119.0,2019,9,1
MI,115.0,2019,10,1
MI,126.0,2019,11,1
MI,105.0,2019,12,1
MN,47.0,2009,40,4
MN,59.0,2009,41,4
MN,70.0,2009,42,4
MN,67.0,2009,43,4
MN,66.0,2009,44,4
MN,51.0,2009,45,4
MN,55.0,2009,46,4
MN,64.0,2009,47,4
MN,51.0,2009,48,4
MN,49.0,2009,49,4
MN,55.0,2009,50,4
MN,66.0,2009,51,4
MN,62.0,2009,52,4
MN,67.0,2010,1,1
MN,67.0,2010,2,1
MN,60.0,2010,3,1
MN,57.0,2010,4,1
MN,47.0,2010,5,1
MN,49.0,2010,6,1
MN,51.0,2010,7,1
MN,45.0,2010,8,1
MN,56.0,2010,9,1
MN,68.0,2010,10,1
MN,54.0,2010,11,1
MN,58.0,2010,12,1
MN,66.0,2010,13,1
MN,67.0,2010,14,2
MN,58.0,2010,15,2
MN,44.0,2010,16,2
MN,49.0,2010,17,2
MN,58.0,2010,18,2
MN,43.0,2010,19,2
MN,57.0,2010,20,2
MN,60.0,2010,21,2
MN,55.0,2010,22,2
MN,38.0,2010,23,2
MN,42.0,2010,24,2
MN,59.0,2010,25,2
MN,48.0,2010,26,2
MN,51.0,2010,27,3
MN,45.0,2010,28,3
MN,43.0,2010,29,3
MN,37.0,2010,30,3
MN,53.0,2010,31,3
MN,40.0,2010,32,3
MN,42.0,2010,33,3
MN,43.0,2010,34,3
MN,41.0,2010,35,3
MN,52.0,2010,36,3
MN,43.0,2010,37,3
MN,43.0,2010,38,3
MN,58.0,2010,39,3
MN,52.0,2010,40,4
MN,71.0,2010,41,4
MN,66.0,2010,42,4
MN,65.0,2010,43,4
MN,47.0,2010,44,4
MN,76.0,2010,45,4
MN,51.0,2010,46,4
MN,45.0,2010,47,4
MN,58.0,2010,48,4
MN,54.0,2010,49,4
MN,60.0,2010,50,4
MN,57.0,2010,51,4
MN,67.0,2010,52,4
MN,53.0,2011,1,1
MN,76.0,2011,2,1
MN,61.0,2011,3,1
MN,75.0,2011,4,1
MN,63.0,2011,5,1
MN,81.0,2011,6,1
MN,59.0,2011,7,1
MN,62.0,2011,8,1
MN,77.0,2011,9,1
MN,73.0,2011,10,1
MN,80.0,2011,11,1
MN,90.0,2011,12,1
MN,88.0,2011,13,1
MN,73.0,2011,14,2
MN,71.0,2011,15,2
MN,82.0,2011,16,2
MN,66.0,2011,17,2
MN,48.0,2011,18,2
MN,73.0,2011,19,2
MN,51.0,2011,20,2
MN,51.0,2011,21,2
MN,59.0,2011,22,2
MN,37.0,2011,23,2
MN,68.0,2011,24,2
MN,52.0,2011,25,2
MN,33.0,2011,26,2
MN,42.0,2011,27,3
MN,40.0,2011,28,3
MN,39.0,2011,29,3
MN,30.0,2011,30,3
MN,33.0,2011,31,3
MN,52.0,2011,32,3
MN,45.0,2011,33,3
MN,58.0,2011,34,3
MN,52.0,2011,35,3
MN,55.0,2011,36,3
MN,36.0,2011,37,3
MN,52.0,2011,38,3
MN,63.0,2011,39,3
MN,64.0,2011,40,4
MN,49.0,2011,41,4
MN,54.0,2011,42,4
MN,52.0,2011,43,4
MN,53.0,2011,44,4
MN,65.0,2011,45,4
MN,54.0,2011,46,4
MN,59.0,2011,47,4
MN,62.0,2011,48,4
MN,64.0,2011,49,4
MN,62.0,2011,50,4
MN,59.0,2011,51,4
MN,81.0,2011,52,4
MN,68.0,2012,1,1
MN,71.0,2012,2,1
MN,56.0,2012,3,1
MN,74.0,2012,4,1
MN,70.0,2012,5,1
MN,73.0,2012,6,1
MN,57.0,2012,7,1
MN,60.0,2012,8,1
MN,63.0,2012,9,1
MN,66.0,2012,10,1
MN,69.0,2012,11,1
MN,51.0,2012,12,1
MN,57.0,2012,13,1
MN,58.0,2012,14,2
MN,50.0,2012,15,2
MN,68.0,2012,16,2
MN,53.0,2012,17,2
MN,61.0,2012,18,2
MN,52.0,2012,19,2
MN,43.0,2012,20,2
MN,53.0,2012,21,2
MN,35.0,2012,22,2
MN,41.0,2012,23,2
MN,55.0,2012,24,2
MN,52.0,2012,25,2
MN,45.0,2012,26,2
MN,48.0,2012,27,3
MN,53.0,2012,28,3
MN,44.0,2012,29,3
MN,41.0,2012,30,3
MN,50.0,2012,31,3
MN,43.0,2012,32,3
MN,46.0,2012,33,3
MN,53.0,2012,34,3
MN,48.0,2012,35,3
MN,53.0,2012,36,3
MN,40.0,2012,37,3
MN,38.0,2012,38,3
MN,51.0,2012,39,3
MN,53.0,2012,40,4
MN,45.0,2012,41,4
MN,43.0,2012,42,4
MN,67.0,2012,43,4
MN,63.0,2012,44,4
MN,52.0,2012,45,4
MN,68.0,2012,46,4
MN,59.0,2012,47,4
MN,77.0,2012,48,4
MN,56.0,2012,49,4
MN,58.0,2012,50,4
MN,56.0,2012,51,4
MN,90.0,2012,52,4
MN,110.0,2013,1,1
MN,122.0,2013,2,1
MN,112.0,2013,3,1
MN,100.0,2013,4,1
MN,91.0,2013,5,1
MN,72.0,2013,6,1
MN,61.0,2013,7,1
MN,72.0,2013,8,1
MN,70.0,2013,9,1
MN,61.0,2013,10,1
MN,59.0,2013,11,1
MN,62.0,2013,12,1
MN,62.0,2013,13,1
MN,76.0,2013,14,2
MN,55.0,2013,15,2
MN,53.0,2013,16,2
MN,52.0,2013,17,2
MN,50.0,2013,18,2
MN,47.0,2013,19,2
MN,39.0,2013,20,2
MN,60.0,2013,21,2
MN,32.0,2013,22,2
MN,32.0,2013,23,2
MN,37.0,2013,24,2
MN,35.0,2013,25,2
MN,43.0,2013,26,2
MN,34.0,2013,27,3
MN,54.0,2013,28,3
MN,48.0,2013,29,3
MN,47.0,2013,30,3
MN,45.0,2013,31,3
MN,49.0,2013,32,3
MN,46.0,2013,33,3
MN,39.0,2013,34,3
MN,51.0,2013,35,3
MN,37.0,2013,36,3
MN,42.0,2013,37,3
MN,29.0,2013,38,3
MN,46.0,2013,39,3
MN,46.0,2013,40,4
MN,54.0,2013,41,4
MN,54.0,2013,42,4
MN,50.0,2013,43,4
MN,47.0,2013,44,4
MN,42.0,2013,45,4
MN,34.0,2013,46,4
MN,43.0,2013,47,4
MN,47.0,2013,48,4
MN,57.0,2013,49,4
MN,53.0,2013,50,4
MN,55.0,2013,51,4
MN,67.0,2013,52,4
MN,64.0,2014,1,1
MN,59.0,2014,2,1
MN,73.0,2014,3,1
MN,68.0,2014,4,1
MN,72.0,2014,5,1
MN,52.0,2014,6,1
MN,76.0,2014,7,1
MN,57.0,2014,8,1
MN,48.0,2014,9,1
MN,49.0,2014,10,1
MN,55.0,2014,11,1
MN,50.0,2014,12,1
MN,47.0,2014,13,1
MN,58.0,2014,14,2
MN,55.0,2014,15,2
MN,47.0,2014,16,2
MN,53.0,2014,17,2
MN,49.0,2014,18,2
MN,63.0,2014,19,2
MN,48.0,2014,20,2
MN,55.0,2014,21,2
MN,53.0,2014,22,2
MN,35.0,2014,23,2
MN,45.0,2014,24,2
MN,39.0,2014,25,2
MN,46.0,2014,26,2
MN,49.0,2014,27,3
MN,36.0,2014,28,3
MN,46.0,2014,29,3
MN,48.0,2014,30,3
MN,31.0,2014,31,3
MN,35.0,2014,32,3
MN,34.0,2014,33,3
MN,36.0,2014,34,3
MN,44.0,2014,35,3
MN,51.0,2014,36,3
MN,48.0,2014,37,3
MN,39.0,2014,38,3
MN,44.0,2014,39,3
MN,55.0,2014,40,4
MN,50.0,2014,41,4
MN,47.0,2014,42,4
MN,61.0,2014,43,4
MN,38.0,2014,44,4
MN,57.0,2014,45,4
MN,46.0,2014,46,4
MN,47.0,2014,47,4
MN,56.0,2014,48,4
MN,50.0,2014,49,4
MN,58.0,2014,50,4
MN,78.0,2014,51,4
MN,91.0,2014,52,4
MN,123.0,2014,53,4
MN,136.0,2015,1,1
MN,123.0,2015,2,1
MN,89.0,2015,3,1
MN,81.0,2015,4,1
MN,87.0,2015,5,1
MN,81.0,2015,6,1
MN,60.0,2015,7,1
MN,60.0,2015,8,1
MN,80.0,2015,9,1
MN,57.0,2015,10,1
MN,76.0,2015,11,1
MN,61.0,2015,12,1
MN,64.0,2015,13,1
MN,70.0,2015,14,2
MN,59.0,2015,15,2
MN,67.0,2015,16,2
MN,55.0,2015,17,2
MN,41.0,2015,18,2
MN,52.0,2015,19,2
MN,47.0,2015,20,2
MN,49.0,2015,21,2
MN,44.0,2015,22,2
MN,38.0,2015,23,2
MN,50.0,2015,24,2
MN,49.0,2015,25,2
MN,52.0,2015,26,2
MN,42.0,2015,27,3
MN,41.0,2015,28,3
MN,39.0,2015,29,3
MN,52.0,2015,30,3
MN,51.0,2015,31,3
MN,45.0,2015,32,3
MN,43.0,2015,33,3
MN,35.0,2015,34,3
MN,38.0,2015,35,3
MN,52.0,2015,36,3
MN,50.0,2015,37,3
MN,45.0,2015,38,3
MN,43.0,2015,39,3
MN,59.0,2015,40,4
MN,56.0,2015,41,4
MN,40.0,2015,42,4
MN,42.0,2015,43,4
MN,44.0,2015,44,4
MN,53.0,2015,45,4
MN,63.0,2015,46,4
MN,48.0,2015,47,4
MN,41.0,2015,48,4
MN,50.0,2015,49,4
MN,54.0,2015,50,4
MN,46.0,2015,51,4
MN,62.0,2015,52,4
MN,67.0,2016,1,1
MN,66.0,2016,2,1
MN,63.0,2016,3,1
MN,67.0,2016,4,1
MN,66.0,2016,5,1
MN,57.0,2016,6,1
MN,73.0,2016,7,1
MN,68.0,2016,8,1
MN,73.0,2016,9,1
MN,71.0,2016,10,1
MN,70.0,2016,11,1
MN,68.0,2016,12,1
MN,69.0,2016,13,1
MN,58.0,2016,14,2
MN,64.0,2016,15,2
MN,63.0,2016,16,2
MN,52.0,2016,17,2
MN,43.0,2016,18,2
MN,43.0,2016,19,2
MN,56.0,2016,20,2
MN,45.0,2016,21,2
MN,44.0,2016,22,2
MN,41.0,2016,23,2
MN,41.0,2016,24,2
MN,43.0,2016,25,2
MN,42.0,2016,26,2
MN,43.0,2016,27,3
MN,47.0,2016,28,3
MN,35.0,2016,29,3
MN,46.0,2016,30,3
MN,40.0,2016,31,3
MN,36.0,2016,32,3
MN,56.0,2016,33,3
MN,41.0,2016,34,3
MN,47.0,2016,35,3
MN,44.0,2016,36,3
MN,59.0,2016,37,3
MN,57.0,2016,38,3
MN,55.0,2016,39,3
MN,45.0,2016,40,4
MN,61.0,2016,41,4
MN,52.0,2016,42,4
MN,48.0,2016,43,4
MN,50.0,2016,44,4
MN,53.0,2016,45,4
MN,59.0,2016,46,4
MN,64.0,2016,47,4
MN,64.0,2016,48,4
MN,57.0,2016,49,4
MN,59.0,2016,50,4
MN,62.0,2016,51,4
MN,46.0,2016,52,4
MN,68.0,2017,1,1
MN,65.0,2017,2,1
MN,59.0,2017,3,1
MN,81.0,2017,4,1
MN,82.0,2017,5,1
MN,72.0,2017,6,1
MN,100.0,2017,7,1
MN,90.0,2017,8,1
MN,79.0,2017,9,1
MN,71.0,2017,10,1
MN,84.0,2017,11,1
MN,91.0,2017,12,1
MN,85.0,2017,13,1
MN,91.0,2017,14,2
MN,79.0,2017,15,2
MN,71.0,2017,16,2
MN,55.0,2017,17,2
MN,55.0,2017,18,2
MN,59.0,2017,19,2
MN,65.0,2017,20,2
MN,58.0,2017,21,2
MN,44.0,2017,22,2
MN,51.0,2017,23,2
MN,44.0,2017,24,2
MN,47.0,2017,25,2
MN,45.0,2017,26,2
MN,45.0,2017,27,3
MN,39.0,2017,28,3
MN,59.0,2017,29,3
MN,48.0,2017,30,3
MN,46.0,2017,31,3
MN,55.0,2017,32,3
MN,38.0,2017,33,3
MN,48.0,2017,34,3
MN,42.0,2017,35,3
MN,54.0,2017,36,3
MN,54.0,2017,37,3
MN,49.0,2017,38,3
MN,54.0,2017,39,3
MN,49.0,2017,40,4
MN,46.0,2017,41,4
MN,51.0,2017,42,4
MN,62.0,2017,43,4
MN,61.0,2017,44,4
MN,69.0,2017,45,4
MN,57.0,2017,46,4
MN,42.0,2017,47,4
MN,54.0,2017,48,4
MN,59.0,2017,49,4
MN,63.0,2017,50,4
MN,67.0,2017,51,4
MN,78.0,2017,52,4
MN,106.0,2018,1,1
MN,119.0,2018,2,1
MN,120.0,2018,3,1
MN,111.0,2018,4,1
MN,88.0,2018,5,1
MN,88.0,2018,6,1
MN,85.0,2018,7,1
MN,68.0,2018,8,1
MN,84.0,2018,9,1
MN,56.0,2018,10,1
MN,70.0,2018,11,1
MN,56.0,2018,12,1
MN,51.0,2018,13,1
MN,79.0,2018,14,2
MN,71.0,2018,15,2
MN,47.0,2018,16,2
MN,56.0,2018,17,2
MN,50.0,2018,18,2
MN,41.0,2018,19,2
MN,58.0,2018,20,2
MN,38.0,2018,21,2
MN,44.0,2018,22,2
MN,40.0,2018,23,2
MN,56.0,2018,24,2
MN,41.0,2018,25,2
MN,42.0,2018,26,2
MN,40.0,2018,27,3
MN,52.0,2018,28,3
MN,39.0,2018,29,3
MN,50.0,2018,30,3
MN,48.0,2018,31,3
MN,45.0,2018,32,3
MN,44.0,2018,33,3
MN,49.0,2018,34,3
MN,34.0,2018,35,3
MN,60.0,2018,36,3
MN,40.0,2018,37,3
MN,44.0,2018,38,3
MN,43.0,2018,39,3
MN,55.0,2018,40,4
MN,56.0,2018,41,4
MN,62.0,2018,42,4
MN,51.0,2018,43,4
MN,43.0,2018,44,4
MN,54.0,2018,45,4
MN,50.0,2018,46,4
MN,56.0,2018,47,4
MN,57.0,2018,48,4
MN,65.0,2018,49,4
MN,51.0,2018,50,4
MN,61.0,2018,51,4
MN,55.0,2018,52,4
MN,76.0,2019,1,1
MN,65.0,2019,2,1
MN,76.0,2019,3,1
MN,66.0,2019,4,1
MN,66.0,2019,5,1
MN,64.0,2019,6,1
MN,61.0,2019,7,1
MN,63.0,2019,8,1
MN,58.0,2019,9,1
MN,57.0,2019,10,1
MN,53.0,2019,11,1
MN,46.0,2019,12,1
MO,78.0,2009,40,4
MO,97.0,2009,41,4
MO,90.0,2009,42,4
MO,91.0,2009,43,4
MO,79.0,2009,44,4
MO,98.0,2009,45,4
MO,90.0,2009,46,4
MO,78.0,2009,47,4
MO,90.0,2009,48,4
MO,91.0,2009,49,4
MO,87.0,2009,50,4
MO,94.0,2009,51,4
MO,91.0,2009,52,4
MO,104.0,2010,1,1
MO,115.0,2010,2,1
MO,93.0,2010,3,1
MO,88.0,2010,4,1
MO,103.0,2010,5,1
MO,97.0,2010,6,1
MO,100.0,2010,7,1
MO,106.0,2010,8,1
MO,114.0,2010,9,1
MO,100.0,2010,10,1
MO,82.0,2010,11,1
MO,97.0,2010,12,1
MO,77.0,2010,13,1
MO,69.0,2010,14,2
MO,82.0,2010,15,2
MO,75.0,2010,16,2
MO,73.0,2010,17,2
MO,75.0,2010,18,2
MO,75.0,2010,19,2
MO,84.0,2010,20,2
MO,80.0,2010,21,2
MO,70.0,2010,22,2
MO,56.0,2010,23,2
MO,63.0,2010,24,2
MO,62.0,2010,25,2
MO,53.0,2010,26,2
MO,70.0,2010,27,3
MO,71.0,2010,28,3
MO,65.0,2010,29,3
MO,55.0,2010,30,3
MO,61.0,2010,31,3
MO,57.0,2010,32,3
MO,66.0,2010,33,3
MO,59.0,2010,34,3
MO,69.0,2010,35,3
MO,71.0,2010,36,3
MO,89.0,2010,37,3
MO,66.0,2010,38,3
MO,79.0,2010,39,3
MO,80.0,2010,40,4
MO,70.0,2010,41,4
MO,82.0,2010,42,4
MO,71.0,2010,43,4
MO,82.0,2010,44,4
MO,95.0,2010,45,4
MO,71.0,2010,46,4
MO,75.0,2010,47,4
MO,71.0,2010,48,4
MO,97.0,2010,49,4
MO,100.0,2010,50,4
MO,92.0,2010,51,4
MO,127.0,2010,52,4
MO,98.0,2011,1,1
MO,122.0,2011,2,1
MO,102.0,2011,3,1
MO,91.0,2011,4,1
MO,86.0,2011,5,1
